ts_5min,bf_power,cold_power,cold_freq,exh_power,exh_freq,exh_voltage_v,exh_moto_temp,exh_ambient_temp,env_temp,env_hum,env_press,main_power,dayofweek,is_weekend,tod_sin,tod_cos
2025-10-23 00:00:00,11.927499930063876,2.63333328564962,21.37333313624064,,,565.2857142857143,27.66000061035158,28.9666665395101,14.1500000953674,86.7599998474121,0.200000002980232,96570.21223958331,3,0,0.0,1.0
2025-10-23 00:05:00,11.87909100272439,2.549999952316285,20.554772940548983,,,565.25,27.66000061035158,28.9666665395101,13.949999809265153,86.82999954223632,0.200000002980232,94113.33203125,3,0,0.0218148850345611,0.9997620270799092
2025-10-23 00:10:00,11.99300003051758,2.56666664282481,21.336363532326445,,,566.5,27.66000061035158,28.9666665395101,13.95999984741212,87.02500025431316,0.200000002980232,89952.83333333333,3,0,0.043619387365336,0.9990482215818578
2025-10-23 00:15:00,12.073333342870075,2.55555550257365,21.17749993006387,,,566.1111111111111,27.66000061035158,28.94999980926515,13.949999809265153,87.33636405251242,0.200000002980232,92042.46428571428,3,0,0.065403129230143,0.9978589232386036
2025-10-23 00:20:00,12.0775001049042,2.549999952316285,21.19818184592508,,,566.1111111111111,27.66000061035158,28.94999980926515,13.949999809265153,86.96666717529297,0.200000002980232,91421.14973958331,3,0,0.0871557427476581,0.9961946980917455
2025-10-23 00:25:00,12.0110001564026,2.54444440205892,20.79977278275924,,,565.7142857142857,27.66000061035158,28.94999980926515,14.0666669209798,87.14000015258789,0.200000002980232,89629.0234375,3,0,0.1088668748519645,0.9940563382223196
2025-10-23 00:30:00,11.9579999923706,2.599999957614477,21.38500022888183,,,565.5714285714286,27.66000061035158,28.94999980926515,14.050000190734847,86.97272699529475,0.200000002980232,92306.44791666669,3,0,0.1305261922200515,0.9914448613738104
2025-10-23 00:35:00,11.893636356700553,2.614285707473757,21.43363623185592,,,564.8,27.66000061035158,29.1000003814697,14.050000190734847,86.875,0.200000002980232,92948.68415178572,3,0,0.1521233861899167,0.9883615104677608
2025-10-23 00:40:00,11.904999971389785,2.6499999761581448,21.33444468180338,,,565.1428571428571,27.66000061035158,29.1000003814697,14.1999998092651,86.64999923706054,0.200000002980232,93559.11067708331,3,0,0.1736481776669303,0.984807753012208
2025-10-23 00:45:00,11.89899997711181,2.8666666348775234,22.11416641871135,,,565.6666666666666,27.66000061035158,29.2000007629395,14.3000001907349,86.38000030517578,0.200000002980232,93528.2890625,3,0,0.1950903220161282,0.9807852804032304
2025-10-23 00:50:00,11.89800004959106,2.6249999701976785,20.799090645530026,,,565.1111111111111,27.66000061035158,29.1500005722046,14.3000001907349,86.2111104329427,0.200000002980232,92787.40364583331,3,0,0.2164396139381028,0.9762960071199334
2025-10-23 00:55:00,11.90583340326945,2.7099999904632583,21.832500298817934,,,565.1428571428571,27.66000061035158,29.1500005722046,14.366666475931837,85.80833307902019,0.200000002980232,93273.56901041669,3,0,0.2376858923261731,0.9713420698132614
2025-10-23 01:00:00,11.851666529973343,1.7916666269302377,21.827500184377023,,,565.0,27.66000061035158,29.2999992370605,14.366666475931837,85.01000137329102,0.200000002980232,92056.56026785714,3,0,0.2588190451025207,0.9659258262890684
2025-10-23 01:05:00,11.888333320617656,2.644444412655303,21.746363553133875,,,564.6666666666666,27.66000061035158,29.2999992370605,14.449999809265153,84.95,0.200000002980232,93165.01953125,3,0,0.2798290140309921,0.9600498543859288
2025-10-23 01:10:00,11.874545357444054,2.7249999940395364,21.850000088031468,,,563.9090909090909,27.66000061035158,29.2999992370605,14.5,84.54545454545455,0.200000002980232,92459.0390625,3,0,0.3007057995042731,0.9537169507482268
2025-10-23 01:15:00,11.889090971513228,2.6857142789023283,21.790000221946027,,,564.0,27.66000061035158,29.366666158040363,14.6000003814697,83.84444427490234,0.200000002980232,94006.52994791669,3,0,0.3214394653031616,0.9469301294951056
2025-10-23 01:20:00,11.854444291856543,1.8166666560702864,21.57416661580403,,,564.0,27.66000061035158,29.366666158040363,14.666666666666634,84.34000015258789,0.200000002980232,95812.20200892857,3,0,0.3420201433256687,0.9396926207859084
2025-10-23 01:25:00,11.811999988555913,2.5428571360451846,20.614999930063888,,,563.125,27.66000061035158,29.366666158040363,14.766666730244966,83.7999996609158,0.200000002980232,98830.5546875,3,0,0.3624380382837016,0.9320078692827986
2025-10-23 01:30:00,11.664545405994772,2.724999994039535,22.086666584014893,,,561.25,27.66000061035158,29.45999984741212,14.766666730244966,83.4599998474121,0.200000002980232,98130.39453125,3,0,0.3826834323650898,0.9238795325112868
2025-10-23 01:35:00,11.591666777928674,2.5666666428248086,21.175384668203503,,,561.4,27.66000061035158,29.45999984741212,14.8999996185303,83.20833333333333,0.200000002980232,94284.82552083331,3,0,0.4027466898587372,0.9153114791194472
